CODIGO,DESCRIPCION,F.COMPRA,P.COMPRA,DEPRE.ACU,V.ACTUAL,Meses.Deprec,Deprec.Mensual,CuotaxDeprec
53003,'ARCHIVADOR METALIC','01/04/2001','30.00','29.25','0.75',120,'0.25',3
53005,'ARCHIVADOR METALIC','01/04/2001','30.00','29.25','0.75',120,'0.25',3
53007,'ARCHIVADOR METALIC','01/04/2001','40.00','39.21','0.79',120,'0.33',2
53008,'MUEBLES ARCHIVADOR','01/04/2001','15.00','14.08','0.92',120,'0.13',7
53010,'ARCHIVADOR METALIC','01/04/2001','25.00','24.07','0.93',120,'0.21',4
53012,'ARCHIVADOR METALIC','01/04/2001','30.00','29.25','0.75',120,'0.25',3
54002,'ARCHIVADOR MADERA','01/10/1998','175.00','174.92','0.08',120,'1.46',0
54004,'MUEBLE ARCHIVO FOR','28/01/2002','0.00','0.00','0.00',120,'0.00',''
54005,'MUEBLE ARCHIVO FOR','28/01/2002','0.00','0.00','0.00',120,'0.00',''
54006,'MUEBLE ARCHIVO FOR','28/01/2002','0.00','0.00','0.00',120,'0.00',''
54007,'MUEBLE ARCHIVO FOR','28/01/2002','0.00','0.00','0.00',120,'0.00',''
54008,'MUEBLE ARCHIVO FOR','28/01/2002','0.00','0.00','0.00',120,'0.00',''
54009,'MUEBLE ARCHIVO FOR','28/01/2002','0.00','0.00','0.00',120,'0.00',''
54010,'MUEBLE ARCHIVO FOR','28/01/2002','0.00','0.00','0.00',120,'0.00',''
54011,'MUEBLE ARCHIVO FOR','28/01/2002','0.00','0.00','0.00',120,'0.00',''
63007,'ESTANTE METALICO 4','01/04/2001','10.00','9.07','0.93',120,'0.08',11
63008,'ESTANTE METALICO 4','01/04/2001','10.00','9.07','0.93',120,'0.08',11
63009,'ESTANTE METALICO 4','01/04/2001','15.00','14.08','0.92',120,'0.13',7
63012,'ESTANTE METALICO 8','01/04/2001','15.00','14.08','0.92',120,'0.13',7
63013,'ESTANTE METALICO 8','01/04/2001','15.00','14.08','0.92',120,'0.13',7
64003,'ESTANTES 05P 200X0','14/12/2000','20.52','19.56','0.96',120,'0.17',6
64004,'LOCKER  METALICO 2','12/11/2001','1.00','0.00','1.00',120,'0.01',120
73001,'MESA MADERA P/COMP','01/04/2001','40.00','39.21','0.79',120,'0.33',2
73008,'MESA FORMICA MARRO','26/09/2002','40.00','39.15','0.85',120,'0.33',3
74001,'ESCRITORIO RECEPCI','01/10/1999','60.00','59.50','0.50',120,'0.50',1
74004,'MESA MADERA 8 PUES','29/01/2002','0.00','0.00','0.00',120,'0.00',''
83003,'FILTRO DE AGUA COR','01/04/2001','130.00','129.87','0.13',120,'1.08',0
84001,'NEVERA SANYO PEQUE','01/10/1999','300.00','300.00','0.00',120,'2.50',''
133002,'CARETLERA PEQUENA','01/04/2001','37.50','36.78','0.72',120,'0.31',2
133004,'PIZARRA DE FORMICA','01/04/2001','37.50','36.78','0.72',120,'0.31',2
133005,'ROTAFOLIO DE FORMI','01/04/2001','37.50','36.78','0.72',120,'0.31',2
133008,'PIZARRA FORMICA','01/04/2001','25.00','24.07','0.93',120,'0.21',4
133009,'PIZARRA FORMICA','01/04/2001','25.00','24.07','0.93',120,'0.21',4
144001,'CARTELERA FORMICA','28/01/2002','0.00','0.00','0.00',120,'0.00',''
184001,'CAJA FUERTE','01/10/1998','500.00','499.93','0.07',120,'4.17',0
303003,'MUEBLE FORMICA BIB','01/04/2001','80.00','79.08','0.92',120,'0.67',1
303005,'ARCHIVADOR FORMICA','01/04/2001','15.00','14.08','0.92',120,'0.13',7
303009,'MUEBLE FORMICA BIB','01/04/2001','30.00','29.25','0.75',120,'0.25',3
303011,'ESCAPARATE METALIC','01/04/2001','30.00','29.25','0.75',120,'0.25',3
303012,'MUEBLE FORMICA ARC','01/04/2001','15.00','14.08','0.92',120,'0.13',7
167,'ESCALERA ALUMINIO','12/05/2003','0.00','0.00','0.00',60,'0.00',''
1179,'AIRE ACOND.CONSOLA','21/06/2005','2.260.87','2.260.86','0.01',60,'37.68',0
1208,'PLANTA ELECTRIC.DI','16/07/2005','3.173.33','3.173.06','0.27',60,'52.89',0
1316,'BOMBA DE AGUA 4HP','14/12/2005','0.00','0.00','0.00',60,'0.00',''
1747,'CARRETILLA YALE 27','08/03/2007','1.500.00','1.500.00','0.00',60,'25.00',''
1748,'CARRETILLA YALE 27','08/03/2007','1.500.00','1.500.00','0.00',60,'25.00',''
2146,'CARRETILLA CAUCHO','23/10/2007','146.95','146.42','0.53',60,'2.45',0
2646,'CARRET.YALE 27X48','31/08/2008','1.810.00','1.809.60','0.40',60,'30.17',0
2648,'CARRET.YALE 27X48','31/08/2008','1.810.00','1.809.60','0.40',60,'30.17',0
2816,'DESMALEZADORA','20/11/2008','917.00','916.80','0.20',60,'15.28',0
2935,'BOMBA SUMERGIBLE 2','03/03/2009','3.900.00','1.755.00','2.145.00',60,'65.00',33
3790,'BOMBA SUMERGIBLE','09/08/2010','2.281.50','1.026.54','1.254.96',60,'38.03',33
4168,'CARRETILL.YALE 27X','02/02/2011','5.000.00','2.583.23','2.416.77',60,'83.33',29
4195,'EXTINTOR 10LBS P.Q','01/02/2011','280.00','125.82','154.18',60,'4.67',33
4196,'EXTINTOR 10LBS P.Q','01/02/2011','280.00','125.82','154.18',60,'4.67',33
4197,'EXTINTOR 10LBS P.Q','01/02/2011','280.00','125.82','154.18',60,'4.67',33
4198,'EXTINTOR 10LBS P.Q','01/02/2011','280.00','0.00','280.00',60,'4.67',60
4795,'VENTILADOR 36" PAR','16/08/2011','4.000.00','2.066.46','1.933.54',60,'66.67',29
4796,'VENTILADOR 36" PAR','16/08/2011','4.000.00','2.066.46','1.933.54',60,'66.67',29
5773,'CARRETILLA YALE 27','22/11/2012','7.000.00','1.866.56','5.133.44',60,'116.67',44
5774,'CARRETILLA YALE 27','22/11/2012','7.000.00','1.866.56','5.133.44',60,'116.67',44
5775,'CARRETILLA YALE 27','22/11/2012','7.000.00','1.866.56','5.133.44',60,'116.67',44
5776,'CARRETILLA YALE 27','22/11/2012','7.000.00','1.866.56','5.133.44',60,'116.67',44
5864,'HIDROJET 1500 W SA','17/05/2013','3.929.00','654.80','3.274.20',60,'65.48',50
6040,'DESMALEZADORA 1.4K','08/11/2013','5.455.00','363.64','5.091.36',60,'90.92',56
563009,'CARRUCHA','10/09/2001','31.50','31.50','0.00',60,'0.53',''
573002,'AIRE ACOND. CENTRA','01/04/2001','1.000.00','1.000.00','0.00',60,'16.67',''
573003,'AIRE ACOND. CENTRA','01/04/2001','1.000.00','1.000.00','0.00',60,'16.67',''
573005,'AIRE ACOND 24000 B','12/06/2002','421.83','421.83','0.00',60,'7.03',''
593003,'EXTINTOR 10 LBS. C','16/07/2002','208.00','208.00','0.00',60,'3.47',''
594001,'EXTINTOR 10 LBS.','08/05/2002','32.50','32.50','0.00',60,'0.54',''
594002,'EXTINTOR 10 LBS.','08/05/2002','32.50','32.50','0.00',60,'0.54',''
594003,'EXTINTOR 10 LBS.','08/05/2002','32.50','32.50','0.00',60,'0.54',''
594004,'EXTINTOR 10 LBS.','08/05/2002','32.50','32.50','0.00',60,'0.54',''
594005,'EXTINTOR 10 LBS.','08/05/2002','32.50','32.50','0.00',60,'0.54',''
594006,'EXTINTOR 10 LBS.','08/05/2002','32.50','32.50','0.00',60,'0.54',''
594007,'EXTINTOR 10 LBS.','08/05/2002','32.50','32.50','0.00',60,'0.54',''
594008,'EXTINTOR 10 LBS.','08/05/2002','32.50','32.50','0.00',60,'0.54',''
594009,'EXTINTOR 10 LBS.','08/05/2002','32.50','32.50','0.00',60,'0.54',''
594010,'EXTINTOR 10 LBS.','08/05/2002','32.50','32.50','0.00',60,'0.54',''
704006,'CENTRAL CONTRA INC','27/07/2002','422.75','422.75','0.00',60,'7.05',''
4741,'MOUSE OMEGA NEGRO','21/07/2011','0.00','0.00','0.00',,,
856,'IMP.EPSON FX-890','13/04/2004','948.28','948.27','0.01',36,'26.34',0
982,'IMP.EPSON FX-890','05/11/2004','1.013.91','1.013.91','0.00',36,'28.16',''
1007,'MONITOR  SVGA 15"','30/11/2004','247.83','247.83','0.00',36,'6.88',''
1088,'IMPRESORA HP 3745','07/05/2005','146.61','146.60','0.01',36,'4.07',0
1089,'MONITOR SVGA 15" L','07/05/2005','260.87','260.84','0.03',36,'7.25',0
1109,'MICROONDAS HYUNDAI','23/05/2005','117.00','117.00','0.00',36,'3.25',''
1110,'MOUSE GENERICO','23/05/2005','8.00','7.11','0.89',36,'0.22',4
1220,'EQUIPO DE SONIDO A','30/07/2005','0.00','0.00','0.00',36,'0.00',''
1279,'TECLADO GENERICO','18/11/2005','17.37','16.38','0.99',36,'0.48',2
1683,'MOUSE','26/12/2006','0.00','0.00','0.00',36,'0.00',''
1761,'CPU ATX DIAMOND-ON','13/03/2007','1.089.46','1.089.38','0.08',36,'30.26',0
1844,'TECLADO PS/2 NEGRO','30/05/2007','21.00','20.32','0.68',36,'0.58',1
2052,'MONITOR AUSE NEGRO','20/09/2007','270.00','270.00','0.00',36,'7.50',''
2349,'CASE NEGRO/PLATEAD','15/02/2008','1.895.00','1.894.68','0.32',36,'52.64',0
2400,'TECLADO PS2 GENIUS','22/04/2008','38.00','0.00','38.00',36,'1.06',36
2408,'MOUSE PS2 OPTICAL','22/04/2008','32.00','31.68','0.32',36,'0.89',0
2564,'TECLADO GENIUS PS2','12/08/2008','35.00','0.00','35.00',36,'0.97',36
2694,'CAMARA KODAK C813','06/09/2008','430.00','429.84','0.16',36,'11.94',0
2705,'CPU INTEL 430 1.80','12/09/2008','1.020.00','1.019.88','0.12',36,'28.33',0
2812,'CPU GENERICO','07/11/2008','1.005.00','1.004.76','0.24',36,'27.92',0
2813,'MONITOR LCD 20"','07/11/2008','800.00','799.92','0.08',36,'22.22',0
2814,'REGULADOR FVR1200','07/11/2008','65.00','64.80','0.20',36,'1.81',0
2819,'CASE GENERICO','07/11/2008','1.005.00','1.004.76','0.24',36,'27.92',0
2820,'MONITOR 20" LCD','07/11/2008','800.00','799.92','0.08',36,'22.22',0
2906,'IMP.HP.MULTIF.C428','01/03/2009','400.00','0.00','400.00',36,'11.11',36
2949,'TECLADO GENIUS KB2','16/03/2009','41.00','0.00','41.00',36,'1.14',36
3017,'FOTOCOPIADORA CAN','01/05/2009','2.700.00','0.00','2.700.00',36,'75.00',36
3100,'CPU INTEL CELERON','02/07/2009','1.225.00','0.00','1.225.00',36,'34.03',36
3101,'CPU INTEL CELERON','02/07/2009','1.225.00','0.00','1.225.00',36,'34.03',36
3104,'MOUSE OPTICO USB','02/07/2009','15.00','0.00','15.00',36,'0.42',36
3105,'MOUSE OPTICO USB','02/07/2009','15.00','0.00','15.00',36,'0.42',36
3106,'REGULADOR FORZA RS','01/07/2009','75.00','0.00','75.00',36,'2.08',36
3154,'MONITOR BENQ 15"T5','01/09/2009','790.00','0.00','790.00',36,'21.94',36
3416,'REG.RLS VOLT.2000V','05/04/2010','730.77','0.00','730.77',36,'20.30',36
3419,'POWER HOUSE PHP-15','13/04/2010','3.340.65','0.00','3.340.65',36,'92.80',36
3475,'ROUTER DLINK DIR65','01/05/2010','1.022.10','0.00','1.022.10',36,'28.39',36
3535,'CONTROL DE ACCESO','21/05/2010','2.312.50','0.00','2.312.50',36,'64.24',36
3699,'MOUSE KLIXP OPTICA','01/07/2010','35.00','0.00','35.00',36,'0.97',36
3962,'TECLADO OMAGA KB21','01/11/2010','1.00','0.00','1.00',36,'0.03',36
4133,'CPU INTEL CORE I3','01/02/2011','3.316.93','2.948.16','368.77',36,'92.14',4
4134,'CPU INTEL CORE I3','01/02/2011','3.316.93','2.948.16','368.77',36,'92.14',4
4141,'MONITOR  LCD 18.5"','01/02/2011','1.107.14','984.00','123.14',36,'30.75',4
4142,'MONITOR  LCD 18.5"','01/02/2011','1.107.14','984.00','123.14',36,'30.75',4
4149,'IMP.CANON MP250 MU','01/02/2011','415.18','368.96','46.22',36,'11.53',4
4205,'IMP.EPSON FX-890','01/02/2011','3.900.00','3.466.56','433.44',36,'108.33',4
4220,'FIREWALL','01/02/2011','6.453.31','0.00','6.453.31',36,'179.26',36
4343,'MOUSE OPTICO NEG.U','14/03/2011','70.00','69.84','0.16',36,'1.94',0
4344,'MOUSE OPTICO NEG.U','14/03/2011','70.00','69.84','0.16',36,'1.94',0
4590,'SWITCH TPLINK TLSG','18/05/2011','1.388.80','1.349.95','38.85',36,'38.58',1
4657,'MONITOR AOC LCD 18','30/06/2011','1.133.93','1.070.66','63.27',36,'31.50',2
4665,'IMP.EPSON FX-890','13/07/2011','4.292.00','3.815.04','476.96',36,'119.22',4
4719,'CPU INTEL CORE 3.1','21/07/2011','3.832.15','3.406.08','426.07',36,'106.45',4
4752,'REG.VOLT.OMEGA PCG','01/09/2011','98.21','81.60','16.61',36,'2.73',6
4764,'CALC.CASIO 12DIG D','01/09/2011','495.00','412.50','82.50',36,'13.75',6
4804,'MULTF.HP 4355 FAX-','17/08/2011','1.205.36','1.037.88','167.48',36,'33.48',5
4910,'CPU INT.D/C S775 3','26/09/2011','2.582.83','2.152.20','430.63',36,'71.75',6
4911,'CPU INT.D/C S775 3','26/09/2011','2.582.83','2.152.20','430.63',36,'71.75',6
4916,'IMP.CANON MP250 MU','26/09/2011','428.57','357.00','71.57',36,'11.90',6
4938,'MONITOR LCD 18.5"','27/09/2011','1.116.07','930.00','186.07',36,'31.00',6
4939,'MONITOR LCD 18.5"','27/09/2011','1.116.07','930.00','186.07',36,'31.00',6
4940,'MONITOR LCD 18.5"','27/09/2011','1.116.07','930.00','186.07',36,'31.00',6
4948,'MOUSE OMEGA','12/09/2011','1.00','0.02','0.98',36,'0.03',35
4950,'TECLADO OMEGA','26/09/2011','1.00','0.02','0.98',36,'0.03',35
4951,'TECLADO OMEGA','26/09/2011','1.00','0.02','0.98',36,'0.03',35
4954,'MOUSE OMEGA','26/09/2011','1.00','0.02','0.98',36,'0.03',35
4955,'MOUSE OMEGA','26/09/2011','1.00','0.02','0.98',36,'0.03',35
5485,'IMP.HP.DESKJET 200','17/05/2012','371.00','226.60','144.40',36,'10.31',14
5486,'IMP.HP.DESKJET 200','17/05/2012','371.00','226.60','144.40',36,'10.31',14
5587,'MONIT.18.5"LCD E-M','11/07/2012','1.140.00','633.20','506.80',36,'31.67',16
5588,'MONIT.18.5"LCD E-M','11/07/2012','1.140.00','633.20','506.80',36,'31.67',16
5596,'UPS FORZA 750VA NV','11/07/2012','530.00','294.40','235.60',36,'14.72',16
5597,'UPS FORZA 750VA NV','11/07/2012','530.00','294.40','235.60',36,'14.72',16
5605,'UPS FORZA 750VA NV','11/07/2012','530.00','294.40','235.60',36,'14.72',16
6015,'IMP.MULTF.M1212NF','11/10/2013','10.625.00','1.475.65','9.149.35',36,'295.14',31
315001,'CPU PENTIUM II MCS','01/10/1996','550.00','550.00','0.00',36,'15.28',''
315002,'CPU PENTIUM II MCS','01/10/1996','550.00','550.00','0.00',36,'15.28',''
315006,'C.P.U','29/04/2002','0.00','0.00','0.00',36,'0.00',''
321008,'MONITOR AOC SPECTR','24/04/2000','120.00','120.00','0.00',36,'3.33',''
325001,'MONITOR SPECTRUM A','01/10/1996','120.00','120.00','0.00',36,'3.33',''
325004,'MONITOR SAMSUNG 14','16/04/2002','98.78','98.78','0.00',36,'2.74',''
355001,'REGULADOR AVTEX','01/10/1996','21.00','21.00','0.00',36,'0.58',''
355002,'REGULADOR AVTEX','01/10/1996','21.00','21.00','0.00',36,'0.58',''
355003,'REGULADOR CYBERLUX','01/10/1996','21.00','21.00','0.00',36,'0.58',''
371006,'CALCULADORA CANON','14/05/2000','60.00','60.00','0.00',36,'1.67',''
375001,'CALC CANON MP12D','01/10/1996','30.00','30.00','0.00',36,'0.83',''
375004,'CALC CASIO DR120X','01/10/1996','30.00','30.00','0.00',36,'0.83',''
375007,'CALC CANON MP22D','01/10/1996','30.00','30.00','0.00',36,'0.83',''
391034,'TECLADO CE-FC ESPA','25/01/2001','4.00','4.00','0.00',36,'0.11',''
395002,'TECLADO WINDOWS','01/10/1996','10.00','10.00','0.00',36,'0.28',''
1221,'FILTRO DE OZONO','05/08/2005','385.00','339.43','45.57',120,'3.21',14
1604,'TELEFONO PANASONIC','11/10/2006','67.00','50.72','16.28',120,'0.56',29
1606,'TELEFONO PANASONIC','11/10/2006','67.00','50.72','16.28',120,'0.56',29
1647,'TELEFONO PANASONIC','16/11/2006','0.00','0.00','0.00',120,'0.00',''
2443,'TELEFONO','16/05/2008','95.00','0.00','95.00',120,'0.79',120
2618,'SILLA VISIT.NEGRA','22/08/2008','185.00','0.00','185.00',120,'1.54',120
2619,'SILLA VISIT.NEGRA','22/08/2008','185.00','0.00','185.00',120,'1.54',120
2620,'SILLA VISIT.NEGRA','22/08/2008','185.00','0.00','185.00',120,'1.54',120
2621,'SILLA VISIT.NEGRA','22/08/2008','185.00','0.00','185.00',120,'1.54',120
2622,'SILLA VISIT.NEGRA','22/08/2008','185.00','0.00','185.00',120,'1.54',120
2623,'SILLA VISIT.NEGRA','22/08/2008','185.00','0.00','185.00',120,'1.54',120
2931,'LOKER 4 PUERTAS','01/03/2009','202.00','0.00','202.00',120,'1.68',120
2932,'LOKER 4 PUERTAS','01/03/2009','202.00','0.00','202.00',120,'1.68',120
3209,'CARTEL.CORCHO 40X6','01/12/2009','129.00','0.00','129.00',120,'1.08',120
3986,'ESCRIT.120CM CHERR','01/11/2010','890.43','0.00','890.43',120,'7.42',120
4400,'CAFETERA BLACK','01/04/2011','216.66','64.80','151.86',120,'1.81',84
4983,'ENFRIADOR DE AGUA','20/10/2011','990.00','239.25','750.75',120,'8.25',91
4994,'TELF.PANAS.KX-TS50','11/11/2011','107.00','24.92','82.08',120,'0.89',92
4995,'TELF.PANAS.KX-TS50','11/11/2011','107.00','24.92','82.08',120,'0.89',92
4996,'TELF.PANAS.KX-TS50','11/11/2011','107.00','24.92','82.08',120,'0.89',92
4997,'TELF.PANAS.KX-TS50','11/11/2011','107.00','24.92','82.08',120,'0.89',92
5522,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5523,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5524,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5525,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5526,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5527,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5528,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5529,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5530,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5531,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5532,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5533,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5534,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5535,'SILLA SEMI EJEC.NE','01/06/2012','552.00','96.60','455.40',120,'4.60',99
5536,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5537,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5538,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5539,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5540,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5541,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5542,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5543,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5544,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5545,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5546,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5547,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5548,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5549,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5550,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5551,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5552,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5553,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5554,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5555,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5556,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5557,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5558,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
5559,'SILLA VISIT. S/B R','01/06/2012','297.00','51.87','245.13',120,'2.48',99
15001,'ESCRITORIO DE EMPL','01/10/1989','68.00','68.00','0.00',120,'0.57',''
15002,'ESCRITORIO DE EMPL','01/10/1989','68.00','68.00','0.00',120,'0.57',''
15003,'ESCRITORIO DE EMPL','01/10/1989','68.00','68.00','0.00',120,'0.57',''
15004,'ESCRITORIO DE EMPL','01/10/1989','68.00','68.00','0.00',120,'0.57',''
15005,'ESCRITORIO DE EMPL','01/10/1989','68.00','68.00','0.00',120,'0.57',''
15006,'ESCRITORIO DE EMPL','01/10/1989','68.00','68.00','0.00',120,'0.57',''
15007,'ESCRITORIO EMPLEAD','01/10/1989','68.00','68.00','0.00',120,'0.57',''
15008,'ESCRITORIO','01/10/1999','68.00','67.29','0.71',120,'0.57',1
15009,'ESCRITORIO','01/10/1999','68.00','67.29','0.71',120,'0.57',1
15010,'ESCRITORIO','01/10/1999','68.00','67.29','0.71',120,'0.57',1
15011,'ESCRITORIO','04/04/2003','0.00','0.00','0.00',120,'0.00',''
15012,'ESCRITORIO','04/04/2003','0.00','0.00','0.00',120,'0.00',''
25001,'SILLAS TIPO SECRET','01/10/1989','56.00','56.00','0.00',120,'0.47',''
25002,'SILLAS TIPO SECRET','01/10/1989','56.00','56.00','0.00',120,'0.47',''
25005,'SILLAS TIPO SECRET','01/10/1989','56.00','56.00','0.00',120,'0.47',''
25012,'SILLAS TIPO SECRET','01/10/1989','56.00','56.00','0.00',120,'0.47',''
25013,'SILLAS TIPO SECRET','01/10/1989','56.00','56.00','0.00',120,'0.47',''
25014,'SILLAS TIPO SECRET','01/10/1989','56.00','56.00','0.00',120,'0.47',''
25025,'TANDEN DOS PUESTOS','01/10/1999','56.00','55.40','0.60',120,'0.47',1
25027,'SILLA SUPER EJECUT','12/06/2002','104.00','103.65','0.35',120,'0.87',0
25028,'SILLA SUPER EJECUT','12/06/2002','104.00','103.65','0.35',120,'0.87',0
25030,'SILLA SUPER EJECUT','12/06/2002','104.00','103.65','0.35',120,'0.87',0
25031,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25032,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25033,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25034,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25035,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25036,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25037,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25038,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25039,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25040,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25041,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25042,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25043,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25044,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
25045,'SILLA VISIT.SEMI C','12/06/2002','84.50','83.58','0.92',120,'0.70',1
35001,'MUEBLE DE RECEPCIO','01/10/1989','380.00','380.00','0.00',120,'3.17',''
35002,'MUEBLE ESQUINERO V','04/04/2003','0.00','0.00','0.00',120,'0.00',''
35003,'MUEBLE ESQUINERO V','04/04/2003','0.00','0.00','0.00',120,'0.00',''
55001,'ARCHIVADOR DE 5 GA','01/10/1989','98.00','98.00','0.00',120,'0.82',''
55002,'ARCHIVADOR DE 4','01/10/1989','98.00','98.00','0.00',120,'0.82',''
55003,'ARCHIVADOR DE  4','01/10/1989','98.00','98.00','0.00',120,'0.82',''
55004,'ARCHIVADOR DE DOS','01/10/1989','98.00','98.00','0.00',120,'0.82',''
55005,'ARCHIVO DE DOS GAV','01/10/1989','98.00','98.00','0.00',120,'0.82',''
55006,'ARCHIVO DE DOS GAV','01/10/1989','98.00','98.00','0.00',120,'0.82',''
55007,'ARCHIVO DE DOS GAV','01/10/1989','98.00','98.00','0.00',120,'0.82',''
55008,'MUEBLE ESQUINERO V','01/10/1989','98.00','98.00','0.00',120,'0.82',''
55009,'ARCHIVADOR DE  4','01/10/1989','98.00','98.00','0.00',120,'0.82',''
55010,'ARCHIVADOR GIRATOR','26/11/2001','30.00','29.25','0.75',120,'0.25',3
75002,'MESON  DE REUNION','01/10/1999','850.00','849.93','0.07',120,'7.08',0
75003,'MESON OVALADO 6 PT','01/10/1989','600.00','600.00','0.00',120,'5.00',''
75004,'MESA PARA TV DE R','04/04/2003','0.00','0.00','0.00',120,'0.00',''
85001,'NEVERA EJEC GERALD','01/10/1989','200.00','200.00','0.00',120,'1.67',''
105001,'TELEVISOR  FISHER','01/10/1989','287.50','287.50','0.00',120,'2.40',''
110003,'TELEFONO PANASONIC','04/04/2003','0.00','0.00','0.00',120,'0.00',''
135001,'PIZARRA ACRILICA','01/10/1989','150.00','150.00','0.00',120,'1.25',''
135002,'PIZARRON PORTATIL','01/10/1989','60.00','60.00','0.00',120,'0.50',''
